标题,卖点,总价,单价,户型,楼层,共有楼层数,装修,朝向,建造时间,面积,小区,区域,所属区,梯户比例,是否有电梯,房屋属性,详情页
恒大城 舒适三房 刚需改善精选,此房已满5年可正常交易 业主自住装修带家电,92,10085,3室2厅,高楼层,18,精装,北,0,91.23,长沙恒大城,万家丽南路,雨花,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104106114025.html
滨江必看四房采光通风好，视野开阔，随时可以看房,户型方正，小区环境好，随时看房，交通方便,225,16508,4室2厅,高楼层,33,简装,东南,0,136.3,世茂铂翠湾,滨江新城,岳麓,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104108110045.html
中间苑，居家装修三房，带车位，业主诚心出售,此房满五唯一，两证在手，居家装修，带车位，业主诚心出售,146,11701,3室2厅,低楼层,33,简装,南,2008,124.78,世纪城贯江苑,湘江世纪城,开福,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104107523947.html
黄土岭双地铁口  单位电梯房  24小时热水,一号线四号线双地铁口 三房 高得房率 3房2卫,134.8,11573,3室2厅,中楼层,26,精装,南,0,116.48,黄土岭烟草宿舍,黄土岭,雨花,两梯六户,有,经济适用房,https://cs.lianjia.com/ershoufang/104108554452.html
洋湖板块精装两房 首付低 地铁口 不靠高速,终身免物业费 免费停车 有正规物业公司（一级物业）不靠高速,72.8,9471,2室1厅,低楼层,28,精装,南,0,76.87,洋湖和园,洋湖垸,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108542022.html
中海国际社区三期 3室2厅 南,链家网真房源，更多房源信息请联系经纪人,123,10674,3室2厅,低楼层,33,精装,南,2013,115.24,中海国际社区三期,含浦,岳麓,两梯六户,有,商品房,https://cs.lianjia.com/ershoufang/104108122865.html
铁道学院 经典复式楼 上下两层 出行购方便 得房率高,LOFT复式楼。只算一层产证面积，中间楼层，拎包入住。,26,8467,1室1厅,中楼层,21,精装,南,2007,30.71,他城时代公寓,铁道学院,天心,五梯四十一户,有,商品房,https://cs.lianjia.com/ershoufang/104108585929.html
1号线友谊路站600米 周正小二居室 户口未用,此房满五年，1号线友谊路站600米 周正小二居室,63.8,9702,2室1厅,高楼层,16,简装,北,2008,65.76,满庭芳,铁道学院,天心,六梯二十四户,有,商品房,https://cs.lianjia.com/ershoufang/104108575770.html
此房很周正的户型，通透性好采光好，小区环境好,产证在手 此房很周正的户型，通透性好采光好，小区环境好,96,11022,2室2厅,低楼层,30,精装,南,2016,87.1,江山帝景雅典,含浦,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108600404.html
丽发新城 2室2厅 东 南,链家网真房源，更多房源信息请联系经纪人,65,8013,2室2厅,中楼层,24,毛坯,东 南,0,81.12,丽发新城,跳马,雨花,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108614057.html
急售！！精装修，近地铁6号线，中间楼层，素质住户！,急售！！精装修，近地铁6号线，中间楼层，素质住户！,84.6,9637,2室2厅,中楼层,18,精装,北,2016,87.79,联美品格,河西人人乐,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108627455.html
简装两居 朝南东边户 步梯房 中间位置 安静舒适,此房产证在手，当时是经济房，已转成商品房，看中可以随时交易。,58,7534,2室2厅,中楼层,6,简装,南,2005,76.99,湘樟家园,韶山南路,雨花,一梯五户,无,商品房,https://cs.lianjia.com/ershoufang/104108614623.html
钰龙天下 2室2厅 南 北,链家网真房源，更多房源信息请联系经纪人,195,24988,2室2厅,高楼层,33,毛坯,南 北,2016,78.04,钰龙天下,观沙岭,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108621866.html
店长推荐，月亮岛精装两房，九成新,生活配套齐全，小区绿化好，环境佳，金碧物业,66.5,7591,2室1厅,低楼层,18,精装,南,0,87.61,恒大名都,金星北,望城,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108646559.html
房东诚心出售此房，满五唯一，随时看房，,正规两房 简单装修 .满五唯一。产权清晰，在手，随时过户，，,31.5,5366,2室1厅,中楼层,8,简装,南,1998,58.71,东风一村,烈士公园,开福,一梯四户,无,商品房,https://cs.lianjia.com/ershoufang/104108632236.html
正规一室一厅，带燃气，精装拎包入住，双地铁口,朝小区里面，没有噪音影响，带燃气正规一室一厅,42,10615,1室1厅,低楼层,32,其他,南,2011,39.57,藏珑湖上国际花园,广电,开福,四梯二十四户,有,商品房,https://cs.lianjia.com/ershoufang/104108595491.html
雨花区政府喜盈门中南家园全新精装两房 南北通透 2楼,中南院单位房，公摊小得房率高，通风采光好,54.8,8720,2室2厅,中楼层,5,精装,南 北,1984,62.85,中南家园,武广新城,雨花,一梯两户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104108597970.html
6号线地铁口 梅溪鑫苑名家精装两房 岳麓实小、西雅旁,梅溪湖周正两房，得房率高、业主住家装修，现代简约风格。,110,15278,2室2厅,中楼层,33,精装,南,0,72,梅溪鑫苑名家,东方红,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108628336.html
双地铁、繁华商圈、高楼层，采光好,双地铁、繁华商圈、高楼层，采光好，没有任何遮挡,129.8,10445,3室2厅,高楼层,33,简装,南 北,0,124.27,麓江春,桐梓坡,岳麓,两梯六户,有,商品房,https://cs.lianjia.com/ershoufang/104108612822.html
开元路地铁口，房东新铺的实木地板,中间楼层，居家装修，看房方便，拎包入住,55.8,7006,2室2厅,中楼层,17,精装,南,0,79.65,彩都,开元路,长沙县,两梯五户,有,商品房,https://cs.lianjia.com/ershoufang/104108640094.html
6号线地铁口 梅溪鑫苑名家精装两房 岳麓实小、西雅旁,梅溪湖周正两房，得房率高、业主住家装修，现代简约风格。,110,15278,2室2厅,中楼层,33,精装,南,0,72,梅溪鑫苑名家,东方红,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108628336.html
五矿万境和苑 两房急售 带简装,此房满五唯一 可减免个人所得税两个点,122.8,14135,2室2厅,中楼层,33,简装,南 东南,2015,86.88,五矿万境水岸二期,喜盈门,雨花,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108591755.html
买好房 搞定丈母娘！惊现8字头温馨两房 地铁口,房东诚售 成熟商圈电梯房仅8字头拎包入住 交通方便 东边户,59.8,8484,2室1厅,高楼层,22,精装,东 南,2011,70.49,西子一间,高桥,雨花,六梯十七户,有,商品房,https://cs.lianjia.com/ershoufang/104108626784.html
闹中取静，2环边上，远离喧嚣。颐养人生。,树木岭 龙吉湾 2008年电梯两房 居家装修 地段好，环境安静。,64.5,7716,2室2厅,低楼层,11,精装,南,2008,83.6,龙吉湾小区,树木岭,雨花,一梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108648827.html
双地铁、繁华商圈、高楼层，采光好,双地铁、繁华商圈、高楼层，采光好，没有任何遮挡,129.8,10445,3室2厅,高楼层,33,简装,南 北,0,124.27,麓江春,桐梓坡,岳麓,两梯六户,有,商品房,https://cs.lianjia.com/ershoufang/104108612822.html
地铁口，步步高商场，拎包入住两房，业主急卖,此房满五唯一，格局好，中高楼层，视野采光好,72,8833,2室2厅,中楼层,21,精装,南 北,2013,81.52,丽发新城,跳马,雨花,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108656728.html
书院路精装修02年房子，楼层好，出行方便，随时看房,此房属于书院路，近湘江风光带，近碧沙湖地铁，自住精装三房,66.6,9389,2室2厅,中楼层,7,精装,南 北,0,70.94,杏花园,书院路,天心,一梯两户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104108602982.html
华润凤凰城，精装三房，业主诚心出售,配套齐全完善 生活便捷 资源丰富 视野开阔 户型周正,83.8,9546,3室1厅,低楼层,18,精装,南 北,2010,87.79,华润凤凰城,开元路,长沙县,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108628446.html
嘉明苑 2室1厅 南,链家网真房源，更多房源信息请联系经纪人,67,9132,2室1厅,中楼层,7,精装,南,2002,73.37,嘉明苑,河西步步高,岳麓,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104108654122.html
满五唯一，地铁精装2房，急售！,此房源，满五唯一，视野开阔，采光好，房子保养好，没怎么住过。,72.8,9506,2室2厅,高楼层,27,其他,南,2014,76.59,保利香槟国际,万家丽北,长沙县,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108567443.html
德思勤喜临门商圈精装小三房业主诚心出售,此房满五唯一，楼盘新，楼层好，九成新，有地暖,110,12163,3室2厅,低楼层,32,精装,南,2016,90.44,南城印象,喜盈门,雨花,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108624423.html
满五唯一 自住精致装修 证在手 诚心出售,满五唯一 自住精致装修 证在手 诚心出售 南北 通向,133.5,12500,3室2厅,中楼层,30,精装,南,2016,106.8,江山帝景雅典,含浦,岳麓,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108612262.html
万达广场 乐和城商圈 全线江景壕宅 阳台即可欣赏美景,房子江景视野很好，无任何遮挡，是湘江一桥到二桥之间江景视野,312,19452,3室2厅,中楼层,47,精装,西北,0,160.4,潮宗御苑,松桂园,开福,三梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108566177.html
此房户型周正，南北通透，带一个10平方的花园。,此房户型周正，南北通透，居家装修，带一个10平方左右的花园,106,9455,3室1厅,低楼层,11,精装,南 北,2007,112.11,珠江花城一期,福元西路,开福,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104108583375.html
树木岭正规三房，业主诚心出售，户型周正,视野开阔 采光充足 配套设施齐全 交通便利,108,11800,3室2厅,高楼层,18,精装,南,2013,91.53,新城新世界一期,高桥,雨花,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108644201.html
陶瓷城E区 三房两厅 翻新装修 配套完善 南北通透,南北通透，楼层三楼，采光好，客厅带窗，东边户,108,8481,3室2厅,中楼层,5,其他,南 北,0,127.35,马王堆陶瓷建材新城,马王堆,芙蓉,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104108617228.html
地铁口 8层电梯洋房 万家丽北山水湾 诚心出售 随时看,地铁口 8层电梯洋房 万家丽北山水湾 诚心出售 随时看,112.5,8844,3室2厅,低楼层,8,精装,南 北,2012,127.21,山水湾,万家丽北,长沙县,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104108590429.html
满五唯一，自住精装修，业主诚心卖,此房满五唯一，自住精装修，业主诚心卖。,102,11260,3室2厅,低楼层,18,精装,南 北,2015,90.59,珠江郦城薰衣道,福元西路,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108632010.html
保利精装3房 出门就是幼小 品质楼盘 拎包入住,户型好，采光充足户 ，小区环境好 安静 低密度,112,11657,3室2厅,低楼层,34,精装,南 北,0,96.08,中航城,万家丽南路,雨花,三梯六户,有,商品房,https://cs.lianjia.com/ershoufang/104108621431.html
省植物园旁 满五唯一 拎包入住三房 诚心出售,户型好，采光充足户 ，小区环境好 安静,85,10531,3室2厅,中楼层,34,精装,东南,0,80.72,中航城,万家丽南路,雨花,三梯六户,有,商品房,https://cs.lianjia.com/ershoufang/104108629707.html
泊爱蓝湾，精装三房，拎包入住，中间楼层，看房方便,泊爱蓝湾，枫树山美联，精装三房，拎包入住，中间楼层，看房方便,140,12116,3室2厅,中楼层,33,精装,南,2013,115.55,泊爱蓝湾,尚东,雨花,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108599093.html
此房满五唯一，业主诚心出售，楼层好，采光好,此房满五唯一，楼层好，采光好，业主诚心出售,90,9954,3室2厅,高楼层,18,简装,东,0,90.42,五矿紫湖香醍,暮云,天心,一梯三户,暂无数据,商品房,https://cs.lianjia.com/ershoufang/104108636128.html
满五唯一 正规3房 中间楼层 可拎包入住 房东诚心出售,此房满五唯一 免个税，正规3房 全明户型  中层楼。,58.8,7667,3室1厅,中楼层,6,精装,南,1997,76.7,赤岗社区,左家塘,雨花,一梯两户,无,商品房,https://cs.lianjia.com/ershoufang/104108645114.html
雨花亭二环内，地铁口，闹中取静，户型周正，拎包入住,户型周正，采光好，位置地段好，交通配套齐全,94,10467,4室1厅,低楼层,9,精装,南,2008,89.81,山水花都,雨花亭,雨花,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104108577585.html
世景华庭精装三房 位置好 中间楼层 户型周正,房子南北 通透 业主诚心出售 中间楼层,99.8,7943,3室2厅,高楼层,18,精装,南 北,0,125.66,世景华庭,万家丽北,长沙县,两梯两户,有,商品房,https://cs.lianjia.com/ershoufang/104108628579.html
带地暖三房满五唯一，户型南北通透,带地暖三房满五唯一，户型南北通透,122.8,12992,3室2厅,高楼层,34,精装,南 北,2012,94.52,万国城三期,福元西路,开福,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108621551.html
沙湾公园 精装四房带地暖 南北通透 业主自住 诚心出售,精装修带地暖家电家具，中间楼层，户型周正，带三阳台，,148,9118,4室2厅,低楼层,29,精装,南 北,0,162.33,白沙湾嘉园,武广新城,雨花,两梯三户,有,商品房,https://cs.lianjia.com/ershoufang/104108593579.html
万科物业 三房两卫 带入户花园 无抵押,万科物业 三房两卫 带入户花园 无抵押,108,12018,3室2厅,低楼层,24,其他,南 北,0,89.87,万科城市花园,梅溪湖北岸,岳麓,两梯六户,有,商品房,https://cs.lianjia.com/ershoufang/104108627954.html
此房满五唯一 可免2%个税 采光好 户型通透 湖景房,此房满五唯一 可免2%个税 采光好 户型通透 湖景房,112,9573,3室2厅,低楼层,35,其他,南,2015,117,时代倾城,金星北,望城,两梯八户,有,商品房,https://cs.lianjia.com/ershoufang/104108611220.html
9成新南北对流精装3房，业主诚心出售,南北，楼层好，视野宽阔，采光充,66,7595,3室2厅,高楼层,34,精装,南 北,0,86.9,佳兆业水岸新都东区,跳马,雨花,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108627843.html
金星北 次新小区 刚需小三房 全实木家具拎包入住,金星北品质小区，房东自住装修，纯纯拎包入住！,95,10739,3室2厅,低楼层,33,精装,南,2016,88.47,润和之悦,金星北,望城,两梯四户,有,商品房,https://cs.lianjia.com/ershoufang/104108628720.html
