标题,地区,户型,面积,朝向,装修,楼层,建立时间,房子类型,总价,单价,关注人数,发布时间,标签,详情页
金碧新城舒适2房 厅出阳台正对花园 户型方正,金碧新城 -石井,2室1厅 ,72.13, 东北 北 , 简装 , 中楼层(共18层) , 2005年建 , 塔楼,245万,"33,967",13, 14天以前发布,VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403369731.html
石牌上盖 原装电梯高层  满五三房  楼龄新 业主诚心卖,丰兴广场 -天河南,3室1厅 ,91.82, 南 北 , 精装 , 中楼层(共32层) , 2010年建 , 塔楼,745万,"81,138",3, 11天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403379915.html
保利塞纳维拉 三房带主套单位  花园小区 楼龄较新,保利塞纳维拉 -龙溪,3室2厅 ,94.42, 南 北 , 精装 , 低楼层(共18层) , 2015年建 , 板楼,305万,"32,303",3, 12天以前发布,VR看装修-房本满两年,https://gz.lianjia.com/ershoufang/108403374739.html
岗顶地铁站旁 正规大两房 安静不吵 满五唯一省税费,中山三院宿舍 -石牌,2室2厅 ,68.59, 南 , 精装 , 低楼层(共9层) , 1990年建 , 塔楼,330万,"48,112",4, 10天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403383331.html
陈岗路 电梯两房 大院管理 安静舒适,陈岗路16号大院 -流花站前,2室1厅 ,50.32, 东南 , 简装 , 中楼层(共8层)  , 塔楼,暂无数据,150万,"29,810",1, 5天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403397196.html
此房三房东南西向，小区管理 安静视野好看小蛮腰,五羊华轩 -五羊新城,3室2厅 ,116.56, 东 南 西南 西北 , 精装 , 中楼层(共24层) , 2004年建 , 塔楼,960万,"82,362",5, 12天以前发布,近地铁-VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403374681.html
南国奥林匹克花园 2室1厅 东南,南国奥林匹克花园 -汉溪长隆,2室1厅 ,86.4, 东南 , 简装 , 中楼层(共5层) , 2006年建 , 板楼,320万,"37,038",1, 10天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403381843.html
星河湾星座园四房南北对流户型装修保养好,广州星河湾星座 -星河湾,4室2厅 ,231, 南 北 , 精装 , 低楼层(共14层) , 2006年建 , 塔楼,780万,"33,759",10, 10天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403383106.html
天河、体育东习位、珠江新城旁、近地铁,南雅苑 -天河南,3室1厅 ,82.99, 东 南 , 精装 , 高楼层(共8层) , 1992年建 , 塔楼,535万,"64,466",17, 12天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403376218.html
尚东尚筑 3室1厅 东南,尚东尚筑 -番禺客运站,3室1厅 ,113.09, 东南 , 精装 , 高楼层(共18层) , 2008年建 , 塔楼,430万,"38,023",1, 15天以前发布,VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403366025.html
新世界凯粤湾 东南向三房 电梯中层 安静舒适,新世界凯粤湾 -滘口,3室2厅 ,92.4, 东南 , 精装 , 中楼层(共33层) , 2014年建 , 塔楼,475万,"51,407",3, 9天以前发布,VR房源-房本满两年,https://gz.lianjia.com/ershoufang/108403386284.html
民航小区准电梯房，中层，户型方正实用，南向对流,民航小区利民北街 -机场路,2室1厅 ,61.54, 南 , 简装 , 中楼层(共8层) , 1995年建 , 塔楼,190万,"30,875",2, 7天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403390091.html
滘口大街方正大两房带一个大阳台,芳村大道西滘口大街 -滘口,2室1厅 ,42.94, 南 , 简装 , 低楼层(共6层)  , 塔楼,暂无数据,100万,"23,289",7, 4天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403398779.html
君汇上品次新楼 高层三房带主套 业主诚意放卖,佳兆业君汇上品 -前进路,3室2厅 ,106.56, 西 , 精装 , 高楼层(共30层) , 2013年建 , 塔楼,690万,"64,753",10, 7天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403389372.html
锦城花园 全南向望花园三房 安静 采光好 业主有心卖,锦城花园 -东风东,3室2厅 ,143.43, 南 西南 , 精装 , 低楼层(共32层) , 1999年建 , 塔楼,1096万,"76,381",0, 9天以前发布,近地铁-VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403385767.html
户型方正，厅出阳台，无遮挡，通风采光好过五年没重税,可逸隽轩 -宝岗,4室2厅 ,148.98, 南 , 精装 , 中楼层(共21层)  , 塔楼,暂无数据,988万,"66,318",4, 6天以前发布,VR看装修-房本满五年,https://gz.lianjia.com/ershoufang/108403393386.html
帝景苑 南向安静三房 自住精装保养好,帝景苑 -龙口西,3室2厅 ,111.99, 东南 , 精装 , 中楼层(共32层) , 2000年建 , 板塔结合,677万,"60,442",13, 15天以前发布,近地铁-VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403366099.html
南北对流大四房，楼龄新，环境优美，附带一个花园,金地天河公馆 -黄村,4室1厅 ,143, 南 北 , 精装 , 低楼层(共33层) , 2016年建 , 塔楼,1180万,"82,518",7, 7天以前发布,VR房源-房本满两年,https://gz.lianjia.com/ershoufang/108403391070.html
精装修复式三房，名都少有户型，位置安静 近地铁口,东方名都 -白江,3室2厅 ,136.45, 南 北 , 精装 , 29层 , 2013年建 , 塔楼,316万,"23,159",68, 5个月以前发布,近地铁-VR房源-房本满两年,https://gz.lianjia.com/ershoufang/108402887108.html
奥园康威广场毛坯房，看房方便值得购买,奥园康威广场 -新塘北,1室1厅 ,51.09, 北 , 毛坯 , 中楼层(共20层) , 2017年建 , 塔楼,34万,"6,655",0, 10天以前发布,房本满两年-随时看房,https://gz.lianjia.com/ershoufang/108403382375.html
金地荔湖城　三叠院　188.37方　南北对流,金地荔湖城 -永和,4室2厅 ,188.37, 南 北 , 精装 , 低楼层(共3层)  , 塔楼,暂无数据,310万,"16,457",12, 2个月以前发布,VR房源-房本满两年,https://gz.lianjia.com/ershoufang/108403219090.html
珠江壹城 4室3厅 南,珠江壹城 -神岗镇,4室3厅 ,324.44, 南 , 简装 , 2层  , 板塔结合,暂无数据,422万,"13,008",7, 1个月以前发布,VR房源-房本满五年,https://gz.lianjia.com/ershoufang/108403278907.html
